place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year,state
munakot,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,20500,2022,Maharashtra
joshimath,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,44500,2022,Unknown
rikhnikhal,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,28100,2022,Unknown
narain bagao,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,25900,2022,Unknown
barkakot,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,17400,2022,Maharashtra
dasholi,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,43000,2022,Unknown
ukhimath,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,99100,2022,Unknown
jakholi,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,48100,2022,Unknown
tehri,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,50300,2022,Unknown
chinyalisaor,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,31200,2022,Unknown
dwarahat,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,32100,2022,Unknown
kalsi,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,39200,2022,Unknown
dewal,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,22200,2022,Unknown
birokhal,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,15300,2022,Unknown
bhikiyasain,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,17600,2022,Unknown
rambagh,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,27100,2022,Unknown
rudrapur,1465.3,9817.84,0,9817.84,5025.42,2485.773266,safe,31153,0,31153,2022,Unknown
lansdowne,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,33100,2022,Unknown
dhaula devi,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,29000,2022,Unknown
berwag,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,27200,2022,Unknown
ekeshwar,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,21700,2022,Unknown
yamkeshwar,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,70000,2022,Unknown
agasthamuni,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,19300,2022,Kerala
munsyari,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,27100,2022,Unknown
kotabagh,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,37300,2022,Rajasthan
mori,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,15500,2022,Madhya Pradesh
syalde,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,27600,2022,Unknown
chakrata,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,82400,2022,Unknown
dhari,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,19300,2022,Madhya Pradesh
betalghat,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,25000,2022,Unknown
bhilganga,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,96900,2022,Unknown
garud,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,32600,2022,Unknown
haldwani,1711,8724.09,0,8724.09,6756.21,2485.773266,semi_critical,11277,0,11277,2022,Unknown
chamba,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,99611,2022,Unknown
kaljikhal,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,13600,2022,Unknown
bageshwar,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,47800,2022,Unknown
khatima,1465.3,12246.25,0,12246.25,8088.21,2485.773266,safe,35157,0,35157,2022,Unknown
lohaghat,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,21000,2022,Unknown
ghat,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,60200,2022,Assam
naugaon,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,10300,2022,Unknown
kanalichima,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,15000,2022,Unknown
roorkee,1020,6907.02,0,6907.02,4292.56,2485.773266,safe,22836,0,22836,2022,Unknown
luksar,1020,7190.02,0,7190.02,4502.42,2485.773266,safe,27778,0,27778,2022,Unknown
karanprayag,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,50500,2022,Unknown
pati,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,60300,2022,Punjab
bhatwari,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,42000,2022,Unknown
khirsu,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,28400,2022,Unknown
kot,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,34200,2022,Gujarat
salt,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,36800,2022,Unknown
kouldhar,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,28600,2022,Madhya Pradesh
raipur,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,42300,2022,Chhattisgarh
gairsain,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,37200,2022,Unknown
hawalbagh,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,29600,2022,Unknown
sitarganj,1465.3,10290.57,0,10290.57,4140.52,2485.773266,safe,33254,0,33254,2022,Unknown
bazpur,1465.3,8452.33,0,8452.33,3403.03,2485.773266,safe,28646,0,28646,2022,Unknown
dharchula,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,26700,2022,Madhya Pradesh
purola,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,31500,2022,Unknown
champawat,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,60900,2022,Unknown
didihat,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,38500,2022,Unknown
pokhra,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,15400,2022,Unknown
bhimtal,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,31500,2022,Unknown
gadarpur,1465.3,13053.7,0,13053.7,5651.83,2485.773266,safe,23326,0,23326,2022,Unknown
lamgarha,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,28100,2022,Unknown
jakhanidhar,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,38200,2022,Madhya Pradesh
pauri,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,20000,2022,Unknown
okhal kanda,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,35200,2022,Unknown
bahadrabad,1020,11875.76,0,11875.76,8216.4,2485.773266,semi_critical,33763,0,33763,2022,Unknown
bhainsiya chhana,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,26500,2022,Unknown
pithoragarh,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,30300,2022,Unknown
takula,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,24500,2022,Unknown
devaprayag,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,16300,2022,Unknown
khanpur,1020,4427.98,0,4427.98,2508.9,2485.773266,safe,17814,0,17814,2022,Unknown
kashipur,1465.3,10069.87,0,10069.87,6775.19,2485.773266,semi_critical,18517,0,18517,2022,Unknown
ranikhet,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,32800,2022,Unknown
naunidanda,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,23000,2022,Unknown
dunda,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,40600,2022,Unknown
kapkot,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,12900,2022,Unknown
sahaspur,2183.6,24964.79,0,24964.79,5901.85,2485.773266,safe,52061,0,52061,2022,Unknown
pratapnagar,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,42700,2022,Unknown
gangolihat,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,35000,2022,Unknown
dogadda,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,14100,2022,Unknown
gurukul narsen,1020,8357.06,0,8357.06,3412.05,2485.773266,safe,23107,0,23107,2022,Unknown
chaukhutiya,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,29500,2022,Unknown
pabo,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,19700,2022,Unknown
jaspur,1465.3,11965.08,0,11965.08,6852.47,2485.773266,safe,23229,0,23229,2022,Unknown
thalisain,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,41000,2022,Unknown
pokhari,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,43300,2022,Unknown
narendra nagar,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,35100,2022,Unknown
doiwala,2183.6,24073.49,0,24073.49,6810.19,2485.773266,safe,51057,0,51057,2022,Unknown
vikashnagar,2183.6,11384.07,0,11384.07,4769.22,2485.773266,safe,22426,0,22426,2022,Unknown
ramnagar,1711,10040.07,0,10040.07,2852.84,2485.773266,safe,12366,0,12366,2022,Unknown
bhagwanpur,1020,8207.34,0,8207.34,5515.75,2485.773266,semi_critical,31537,0,31537,2022,Unknown
dwari khal,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,24500,2022,Unknown
jaunpur,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,61600,2022,Unknown
tharali,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,45100,2022,Unknown
tengnoupal,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,121300,2022,Unknown
ukhrul north,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,100800,2022,Unknown
nungba,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,107600,2022,Unknown
phungyar phaisat,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,67900,2022,Unknown
moirang,1987.59,5178.73,5178.73,0,251.21,251.21,safe,0,21600,21600,2022,Unknown
ukhrul south,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,55500,2022,Unknown
thanlon,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,106300,2022,Unknown
imphal west ii,1384.88,3995.91,3995.91,0,412.84,412.84,safe,0,23800,23800,2022,Unknown
thoubal,1276.78,4984.98,4984.98,0,392.5,392.5,safe,0,32400,32400,2022,Unknown
imphal east i,1717.14,4990.23,4990.23,0,812.26,812.26,safe,0,23290,23290,2022,Unknown
mao-maram,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,103700,2022,Unknown
tipaimukh,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,111500,2022,Unknown
kakching,1276.78,2952.48,2952.48,0,310.63,310.63,safe,0,19000,19000,2022,Unknown
sadar hills east,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,93300,2022,Unknown
imphal west i,1384.88,4703.47,4703.47,0,452.44,452.44,safe,0,28100,28100,2022,Unknown
bishnupur,1987.59,6735.14,6735.14,0,358.75,358.75,safe,0,28000,28000,2022,Unknown
tamenglong,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,85800,2022,Unknown
tamenglong north,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,119400,2022,Unknown
kamjong,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,110400,2022,Unknown
ukhrul central,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,119800,2022,Unknown
churachandpur,2133.46,8287.09,8287.09,0,461.11,461.11,safe,0,32100,59000,2022,Unknown
imphal east ii,1717.14,9956.98,9956.98,0,273.06,273.06,safe,0,47610,47610,2022,Unknown
sadar hills west,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,76500,2022,Unknown
chandel,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,68700,2022,Unknown
singngat,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,97700,2022,Unknown
chakpikarong,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,141300,2022,Madhya Pradesh
tamenglong west,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,126300,2022,Unknown
paomata,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,53600,2022,Unknown
churachandpur north,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,82500,2022,Unknown
mayiladuthurai,1364.668301,9648.44,9624.21,24.23,9408.78,9408.78,over_exploited,0,25993.11,25993.11,2022,Unknown
perambur,1014.612249,377.83,377.83,0,462.97,462.97,over_exploited,0,1856.6349,1856.6349,2022,Unknown
bodinayakanur,1085.227178,4447.69,3912.35,535.34,2107.24,2107.24,safe,0,34068.05,34244.45,2022,Unknown
uthangarai,689.1635811,5838.67,5833.23,5.44,7331.31,7331.31,over_exploited,0,39625,51989.415,2022,Unknown
guindy,1242.906638,297.49,297.49,0,367.68,367.68,over_exploited,0,2137.6077,2137.6077,2022,Unknown
thiruchirapalli-west,785,778.67,447.18,331.49,136.12,136.12,safe,0,6845.985,6845.985,2022,Unknown
peraiyur,765.3292592,9622.22,8578.81,1043.41,6186.29,6186.29,semi_critical,0,56108.46,81364.46,2022,Unknown
dindigul west,908.7051097,6061.56,5842.33,219.23,6917.25,6917.25,over_exploited,0,55086.27,57542.14,2022,Unknown
kumarapalayam,704,5168.69,4531.54,637.15,3697.98,3697.98,semi_critical,0,15973.53,15973.53,2022,Unknown
pappireddipatti,878.0432924,7113.87,7102.67,11.2,6898.08,6898.08,over_exploited,0,48627.975,56805.49,2022,Unknown
dharmapuri,1000,4464.68,4457.44,7.24,2991.49,2991.49,semi_critical,0,23183.95,33162.15,2022,Madhya Pradesh
tambaram,1325.3,1279.74,1279.53,0.21,416.25,416.25,safe,0,8433.52,8433.52,2022,Unknown
thirupattur,964,6994.99,6798.15,196.84,1028.33,1028.33,safe,0,46713.77,48287.59,2022,Unknown
tiruvannamalai,878.7,11689.85,11669.59,20.26,8673.66,8673.66,semi_critical,0,51491.85,51503.8,2022,Unknown
avinashi,690.1589187,3535.6,3535.6,0,3124.39,3124.39,critical,0,44663.34,44663.34,2022,Unknown
ilayankudi,721,7466.17,7466.17,0,1396.8,1396.8,safe,0,41145.62,41145.62,2022,Unknown
orathanadu,1050.896688,20251.59,19610.05,641.54,18188.19,18188.19,critical,0,58548.36,58548.36,2022,Unknown
erode,747.4503797,4195.71,4195.71,0,2862.71,2862.71,semi_critical,0,17763.19,17763.19,2022,Tamil Nadu
ambattur,1413.7,1733.6,1733.6,0,2932.68,2932.68,over_exploited,0,5704.735,5704.735,2022,Unknown
sankarapuram,1110.3,15447.47,15292.65,154.82,8521.46,8521.46,safe,0,62845.40625,67156.97625,2022,Unknown
gudalur,1161.595596,1260.91,1240.12,20.79,32.15,32.15,safe,0,18079.33,50638.32,2022,Karnataka
krishnarayapuram,707.5272557,4839.97,3714.9,1125.07,4158.76,4158.76,critical,0,34878.26,35030.26,2022,Andhra Pradesh
pochampalli,804.1767559,6346.21,6339.27,6.94,5535.13,5535.13,critical,0,29533.4,33321.745,2022,Unknown
kotagiri,958.3391547,1495.76,1429.41,66.35,253.27,253.27,safe,0,19461.59,39665.2,2022,Rajasthan
velacheri,1227.68,239.48,239.48,0,332.69,332.69,over_exploited,0,2077.4679,2077.4679,2022,Unknown
palayankottai,1927.742867,8654.3,7983.23,671.07,2007.81,2007.81,safe,0,30509.19,31308.93,2022,Unknown
valangaiman,1023.893579,2174.05,1918.87,255.18,2887.99,2887.99,over_exploited,0,20324.11,20324.11,2022,Unknown
kamuthi,750,8497.47,8497.47,0,712.62,712.62,safe,0,57847,57847,2022,Unknown
thiruverumbur,749.5930592,8550.96,7240.64,1310.32,151.23,151.23,safe,0,26578.51,26812.54,2022,Unknown
valapady,868.8521179,4473.66,3654.36,819.3,5662.31,5662.31,over_exploited,0,28084.47,29303.61,2022,Unknown
natham,1064.62,4068.93,3615.76,453.17,2467.85,2467.85,safe,0,33472.87,55700.03,2022,Unknown
tharangambadi,919.3045326,6736.18,6247.95,14.82,15001.88,9203.96,over_exploited,0,18710.615,27643,2022,Unknown
kangeyam,551.7423274,7722.56,7722.56,0,6682.22,6682.22,critical,0,84269.85,84645.49,2022,Unknown
k v kuppam,841.874966,1950.68,1949.61,1.07,2338.75,2338.75,over_exploited,0,16769.6,16769.6,2022,Unknown
denkanikottai,852.5996842,10240.49,10213.11,27.38,4419.46,4419.46,safe,0,77066.36,92827.435,2022,Unknown
sattur,1162.654165,5318.49,4246.83,1071.66,1988.78,1988.78,safe,0,41496.46,41496.46,2022,Unknown
ottapidaram,526.5137461,7530.77,6130.14,1400.63,1901.2,1901.2,safe,0,72146.645,73239.645,2022,Unknown
madhavaram,1413.7,1077.62,1077.62,0,671.59,671.59,safe,0,3612.645,3612.645,2022,Unknown
katpadi,965.861404,4774.5,4773.69,0.81,3178.36,3178.36,semi_critical,0,27473.125,27473.125,2022,Unknown
purasaivakkam,1111.002242,327.61,327.61,0,476.38,476.38,over_exploited,0,1727.7904,1727.7904,2022,Unknown
gummudipoondi,1204.74,13319.51,13315.96,3.55,4254.51,4254.51,safe,0,39826.8,42836.905,2022,Unknown
thiruvottiyur,1413.7,1341.66,1334.25,7.41,1777.7,1777.7,over_exploited,0,5587.785,5587.785,2022,Unknown
sholingur,1192.239738,5736.68,5734.78,1.9,4083.33,4083.33,semi_critical,0,28784.485,28784.485,2022,Unknown
sathyamangalam,693.6984558,6640.11,6640.11,0,6447.1,6447.1,over_exploited,0,42339.73,42339.73,2022,Unknown
egmore,1223.1,308.46,308.46,0,429.93,429.93,over_exploited,0,1766.8957,1766.8957,2022,Unknown
ambasamudram,3159,10090.28,9678.27,412.01,460.74,460.74,safe,0,14524.84,71271.04,2022,Unknown
villupuram,1045.7,12331.03,12331.03,0,8559.67,8559.67,semi_critical,0,43014.24,43014.24,2022,Unknown
tiruttani,1003.057239,9755.91,9720,35.91,6049.23,6049.23,safe,0,43179.805,45450.505,2022,Unknown
tondiarpet,1134.340192,141.73,141.73,0,193.83,193.83,over_exploited,0,1301.7624,1301.7624,2022,Unknown
manamadurai,1004,5285.13,5150.82,134.31,1013.47,1013.47,safe,0,31830.93,32867.46,2022,Tamil Nadu
thiruthuraipoondi,0,4226.58,4226.58,0,0,2485.773266,salinity,0,0,39764,2022,Unknown
vridhachalam,1177.391795,9063.48,9063.48,0,8706.94,8706.94,over_exploited,0,50574.29,50631.69,2022,Unknown
ponneri,1293.06939,20647.35,17517.36,31.42,7042.44,6491.12,safe,0,58840.645,67655.295,2022,Unknown
kuttanallur,1077.206222,2732.9,2622.08,110.82,1587.3,1587.3,safe,0,16549.73,16549.73,2022,Unknown
manamelkudi,1044,5986.74,2828.27,518.31,267.75,220.45,safe,0,9420.185,24408.685,2022,Unknown
thiruvattar,1678.418691,3999.63,2343.55,1656.08,99.88,99.88,safe,0,14776,14779,2022,Unknown
attur,978.6086212,4991.27,3787.79,1203.48,6977,6977,over_exploited,0,24341.84,24865.92,2022,Unknown
eral,641,5498.54,4267.56,1230.98,1252.75,1252.75,safe,0,23406.23,23406.23,2022,Unknown
killiyur,1176.347085,3089.3,1758.62,1330.68,437.09,437.09,safe,0,11945.861,11945.861,2022,Unknown
srivlliputhur,897.3724065,5915.53,5687.5,228.03,4301.53,4301.53,semi_critical,0,23433.62,35220.63,2022,Unknown
walajabad,1192.338489,7077.93,7061.05,16.88,3910.2,3910.2,safe,0,22900.3,22900.3,2022,Unknown
avadi,1308.00579,4489.25,4487.32,1.93,3458.27,3458.27,semi_critical,0,18251.355,18580.355,2022,Unknown
walajapet,1257.19,5598.63,5596.01,2.62,5000.86,5000.86,critical,0,28701.505,28718.505,2022,Unknown
manmangalam,610.1,3921.81,2649.29,1272.52,3907.13,3907.13,over_exploited,0,20393.125,20411.125,2022,Unknown
mambalam,1225.833822,82.06,82.06,0,114.57,114.57,over_exploited,0,1436.5733,1436.5733,2022,Unknown
ambur,797.6556663,3765.72,3421.8,343.92,5074.03,5074.03,over_exploited,0,26145.465,26637.04,2022,Unknown
kadayampatti,946,3357.25,2824.68,532.57,3646.4,3646.4,over_exploited,0,26054.63,26267.61,2022,Unknown
chengalpattu,1226.287091,3084.26,3081.19,3.07,2358.83,2358.83,semi_critical,0,19790.935,24382.13,2022,Unknown
mudukulathur,586.7045073,10109.95,8979.17,0,619.32,584.08,safe,0,39621,48082.385,2022,Unknown
tirupattur,863.0800674,4979.15,4743.56,235.59,6300.31,6300.31,over_exploited,0,48691.34,49531.96,2022,Unknown
kunnam,869,6582.32,3980.45,2601.87,3740.17,3740.17,safe,0,41799.075,42850.66,2022,Unknown
thirumayam,880.4672065,10389.52,9618.38,771.14,3491.33,3491.33,safe,0,46277.14,49477.42,2022,Unknown
thiruvaiyaru,894.4862289,5354.09,5130.87,223.22,5101.14,5101.14,over_exploited,0,15985.915,15985.915,2022,Unknown
karimangalam,900.6586317,7347.14,7341.92,5.22,9087.46,9087.46,over_exploited,0,28860.62,29889.44,2022,Tamil Nadu
chinna selam,1425.169175,9917.22,9804.35,112.87,8587.52,8587.52,critical,0,33863.865,43929.585,2022,Unknown
vandavasi,1177.220691,16222.4,16197.18,25.22,13915.08,13915.08,critical,0,68928.31,68953.28,2022,Unknown
sivagiri,546.4,7431.4,1850.14,5581.26,4198.26,4198.26,safe,7184.85,18243.67,36964.3,2022,Unknown
reserve forest,0,7134.088823,3646.105329,3414.604293,3782.911204,2485.773266,hilly area,0,0,0,2022,Unknown
titagudi,1359.87752,8011,8011,0,8662.32,8662.32,over_exploited,0,46099.565,46100.55,2022,Unknown
annur,709,3619.89,3619.89,0,3611.49,3611.49,over_exploited,0,38852.73,38852.73,2022,Kerala
kolli hills,721,2374.92,1545.5,829.42,11.79,11.79,safe,0,20826.38,20826.38,2022,Unknown
namakkal,835.6249609,5998.83,5726.26,272.57,7650.52,7650.52,over_exploited,0,38490.925,39645.365,2022,Unknown
srirangam,755.393402,8308.68,6553.81,1754.87,4238.86,4238.86,safe,0,31415.88,31460.88,2022,Unknown
tiruppur north,571,559.43,559.43,0,446.51,446.51,semi_critical,0,9251,9251,2022,Tamil Nadu
perambalur,869,4559.64,3837.12,722.52,6483.6,6483.6,over_exploited,0,28757.13,32076.545,2022,Karnataka
kadayanallur,602.7588443,8119.15,3210,4909.15,6486.64,6486.64,semi_critical,6670.53,23654.39,49322.74,2022,Unknown
srivaikundam,641,5965.96,5438.92,527.04,1593.56,1593.56,safe,0,43008.09,43155.145,2022,Unknown
coimbatore north,862.4586585,2838.24,2838.24,0,2972.93,2972.93,over_exploited,0,30058.31,31837.73,2022,Tamil Nadu
vaniyambadi,805.0102196,1901.08,1875.89,25.19,2770.07,2770.07,over_exploited,0,21931.925,24321.245,2022,Unknown
thovalai,1038.194046,6849.1,4266.93,2582.17,379.62,379.62,safe,0,16050.95,18530,2022,Unknown
thoothukudi,619,3315.96,3033.86,282.1,544.29,544.29,safe,0,30951.6,31437.605,2022,Unknown
sattankulam,950.4798337,5449.44,5022.68,426.76,4110.45,4110.45,semi_critical,0,35435.8,36341.8,2022,Unknown
tirumangalam,687.85,6279.9,5552.78,727.12,4128.95,4128.95,semi_critical,0,30840.01,30840.01,2022,Unknown
thanjavur,881.8051807,10050.42,9678.37,372.05,8684.66,8684.66,critical,0,38529.795,38529.795,2022,Unknown
chidambaram,1506.579071,19458.65,19458.65,0,2367.54,2367.54,safe,0,34687.09,34687.09,2022,Unknown
